"Hora","Date","favorite_count","retweet_count"
11,2022-02-11,3,2
9,2022-02-11,0,1
9,2022-02-11,0,1
9,2022-02-11,3,0
17,2022-02-10,2,0
15,2022-02-10,4,0
9,2022-02-14,2,0
10,2022-02-15,1,0
14,2022-02-14,1,0
12,2022-02-14,0,7
12,2022-02-14,3,1
9,2022-02-16,2,0
19,2022-02-15,2,0
15,2022-02-15,0,3
15,2022-02-15,2,0
11,2022-02-15,4,1
10,2022-02-17,2,0
16,2022-02-16,4,0
13,2022-02-16,0,1
11,2022-02-18,0,0
10,2022-02-18,3,0
18,2022-02-17,5,1
13,2022-02-17,2,0
11,2022-02-17,7,1
11,2022-02-17,1,1
11,2022-02-17,6,2
15,2022-02-18,2,0
13,2022-02-18,0,0
8,2022-02-22,1,0
17,2022-02-21,3,0
15,2022-02-21,1,0
12,2022-02-21,1,0
18,2022-02-22,2,0
13,2022-02-22,2,0
12,2022-02-22,0,2
17,2022-02-23,2,1
15,2022-02-23,1,0
12,2022-02-23,1,0
15,2022-02-24,3,2
12,2022-02-25,2,0
10,2022-03-01,4,1
10,2022-03-01,5,2
10,2022-03-01,0,1
10,2022-03-01,3,3
10,2022-03-01,0,1
10,2022-03-01,0,1
10,2022-03-01,0,1
10,2022-03-01,0,1
15,2022-02-28,3,0
13,2022-02-28,0,1
11,2022-03-02,0,1
10,2022-03-02,1,1
9,2022-03-02,1,1
9,2022-03-02,1,1
9,2022-03-02,2,1
8,2022-03-02,0,2
8,2022-03-02,0,0
8,2022-03-02,0,1
16,2022-03-01,0,1
16,2022-03-01,0,1
13,2022-03-01,0,0
13,2022-03-01,2,1
12,2022-03-01,0,1
12,2022-03-01,3,2
12,2022-03-01,2,1
12,2022-03-01,4,5
11,2022-03-01,2,1
11,2022-03-01,2,1
9,2022-03-03,0,1
9,2022-03-03,1,0
8,2022-03-03,0,3
8,2022-03-03,0,1
8,2022-03-03,0,1
18,2022-03-02,0,2
18,2022-03-02,0,3
18,2022-03-02,0,2
16,2022-03-02,1,0
13,2022-03-02,2,0
13,2022-03-02,2,0
12,2022-03-02,1,0
11,2022-03-02,1,0
9,2022-03-04,0,0
15,2022-03-03,0,1
12,2022-03-03,0,1
12,2022-03-03,0,2
12,2022-03-03,0,1
12,2022-03-03,0,1
12,2022-03-03,0,1
12,2022-03-03,0,3
12,2022-03-03,0,3
12,2022-03-03,2,1
14,2022-03-04,2,2
13,2022-03-04,0,3
10,2022-03-08,0,0
10,2022-03-08,2,1
15,2022-03-07,0,0
15,2022-03-07,0,3
15,2022-03-07,0,1
13,2022-03-07,2,1
12,2022-03-07,1,1
15,2022-03-08,3,1
12,2022-03-08,2,0
15,2022-03-09,1,0
12,2022-03-09,1,0
12,2022-03-10,4,3
12,2022-03-11,1,1
9,2022-03-15,1,0
13,2022-03-15,1,0
10,2022-03-17,0,0
9,2022-03-17,0,0
15,2022-03-16,1,1
13,2022-03-16,2,0
12,2022-03-16,4,2
10,2022-03-18,0,0
9,2022-03-18,1,0
18,2022-03-17,1,0
12,2022-03-18,2,0
17,2022-03-21,2,0
15,2022-03-21,0,1
14,2022-03-21,2,0
14,2022-03-21,2,0
10,2022-03-23,3,0
16,2022-03-22,0,1
15,2022-03-23,1,0
15,2022-03-24,2,0
14,2022-03-24,3,0
16,2022-03-29,1,0
12,2022-03-29,0,1
8,2022-03-31,3,0
8,2022-03-31,2,0
9,2022-04-01,0,0
8,2022-04-01,0,1
7,2022-04-01,0,1
7,2022-04-01,0,1
7,2022-04-01,0,2
7,2022-04-01,0,4
16,2022-03-31,1,0
16,2022-04-01,0,0
9,2022-04-05,2,1
17,2022-04-04,2,2
15,2022-04-05,0,2
13,2022-04-05,1,0
13,2022-04-05,8,3
12,2022-04-05,1,0
16,2022-04-06,1,0
17,2022-04-07,1,1
15,2022-04-07,1,0
17,2022-04-08,1,0
11,2022-04-09,0,0
8,2022-04-12,2,0
12,2022-04-11,3,2
11,2022-04-13,0,0
9,2022-04-13,2,0
17,2022-04-12,1,0
14,2022-04-12,0,0
11,2022-04-12,1,1
9,2022-04-14,0,0
14,2022-04-13,0,0
14,2022-04-15,0,0
11,2022-04-19,1,1
9,2022-04-19,3,3
9,2022-04-19,0,2
9,2022-04-19,1,1
11,2022-04-18,2,1
8,2022-04-18,2,2
